product_name,product_slug,product_content,product_status,menu_order,product_date,post_parent,comment_status,sku,downloadable,virtual,visibility,stock_qty,stock_status,backorders,manage_stock,regular_price,sale_price,weight,length,width,height,upsell_ids,crosssell_ids,sold_individually,download_limit,download_expiry,purchase_note,featured_image,product_type,product_category,product_tag,product_shipping_class,product_attribute_name,product_attribute_value,product_attribute_visible
WATCH BERING 14539-166,WATCH BERING 14539-166,"Elegant men's watch made entirely of steel. 

Mechanism:  quartz

Chain:  steel 

Housing:  steel

Diameter:  black

Glass:  sapphire crystal

Water resistance:  50m / 5 atm

Housing diameter:  39 mm

Housing thickness:  6 mm

Warranty:  3 years",Publish,0,29/07/28,0,1,145166,no,no,1,1,1,1,no,370,0,100,50,50,50,0,0,yes,0,0,Wrist watches from o-yes.co.uk - great quality at a tempting price ,https://reaction-bg.com/image/cache/catalog/bering/14539-166-838x1000.jpg,,Watches|Men'sWatches|Bering,,class 1,,,
WATCH BERING 14539-333,WATCH BERING 14539-333,"Elegant men's watch made entirely of steel. 

Mechanism:  quartz

Chain:  steel 

Housing:  steel

Diameter:  yellow

Glass:  sapphire crystal

Water resistance:  50m / 5 atm

Housing diameter:  39 mm

Housing thickness:  6 mm

Warranty:  3 years",Publish,0,29/07/29,0,1,145333,no,no,1,1,1,1,no,370,0,100,50,50,50,0,0,yes,0,0,Wrist watches from o-yes.co.uk - great quality at a tempting price ,https://reaction-bg.com/image/cache/catalog/bering/14539-333-838x1000.jpg,,Watches|Men'sWatches|Bering,,class 1,,,
WATCH BERING 14539-402,WATCH BERING 14539-402,"Elegant men's watch with steel body and leather strap. 

Mechanism:  quartz

Chain:  Genuine leather

Diameter:   black

Glass:  sapphire crystal

Water resistance:  50m / 5 atm

Housing diameter:  38 mm

Housing thickness:  6 mm

Warranty:  3 years",Publish,0,29/07/30,0,1,145402,no,no,1,1,1,1,no,330,0,100,50,50,50,0,0,yes,0,0,Wrist watches from o-yes.co.uk - great quality at a tempting price ,https://reaction-bg.com/image/cache/catalog/Bering/14539-402-580x795.jpg,,Watches|Men'sWatches|Bering,,class 1,,,
WATCH BERING 11233-077,WATCH BERING 11233-077,"Elegant men's  watch made entirely of titanium.

Mechanism:  quartz

Chainsaw:  titanium

Corpus: titanium 

Diameter:  gray

Glass:  sapphire crystal

Water resistance:  50m / 5 atm

Housing diameter:  33 mm

Housing thickness:  7 mm

Warranty:  3 years",Publish,0,29/07/31,0,1,112077,no,no,1,1,1,1,no,370,0,100,50,50,50,0,0,yes,0,0,Wrist watches from o-yes.co.uk - great quality at a tempting price ,https://reaction-bg.com/image/cache/catalog/bering/11233-077-580x795.jpg,,Watches|Men'sWatches|Bering,,class 1,,,
WATCH BERING 11233-078,WATCH BERING 11233-078,"Elegant men's  watch made entirely of titanium.

Mechanism:  quartz

Chainsaw:  titanium

Corpus: titanium 

Diameter:  blue

Glass:  sapphire crystal

Water resistance:  50m / 5 atm

Housing diameter:  33 mm

Housing thickness:  7 mm

Warranty:  3 years",Publish,0,29/07/32,0,1,112078,no,no,1,1,1,1,no,370,0,100,50,50,50,0,0,yes,0,0,Wrist watches from o-yes.co.uk - great quality at a tempting price ,https://reaction-bg.com/image/cache/catalog/bering/11233-078-838x1000.jpg,,Watches|Men'sWatches|Bering,,class 1,,,
CLOCK BERING 11936-309,CLOCK BERING 11936-309,"Elegant men's  watch made entirely of titanium.

Mechanism:  quartz

Chainsaw:  titanium

Corpus:  titanium 

Diameter:  gray

Glass:  sapphire crystal

Water resistance:  50m / 5 atm

Housing diameter:  36 mm

Housing thickness:  6 mm

Warranty:  3 years",Publish,0,29/07/33,0,1,119309,no,no,1,1,1,1,no,330,0,100,50,50,50,0,0,yes,0,0,Wrist watches from o-yes.co.uk - great quality at a tempting price ,https://reaction-bg.com/image/cache/catalog/bering/11936-309-580x795.jpg,,Watches|Men'sWatches|Bering,,class 1,,,
CLOCK BERING 13242-507,CLOCK BERING 13242-507,"Elegant men's  watch with steel body and leather strap. The clock has a date and day indicator of the week.

Mechanism:  quartz

Chain:  Textile

Housing:  steel 

Diameter:  blue

Glass:  sapphire crystal

Water resistance:  30m / 3 atm

Housing diameter:  42 mm

Housing thickness:  8 mm

Warranty:  3 years",Publish,0,29/07/34,0,1,132507,no,no,1,1,1,1,no,370,0,100,50,50,50,0,0,yes,0,0,Wrist watches from o-yes.co.uk - great quality at a tempting price ,https://reaction-bg.com/image/cache/catalog/bering/13242-507-580x795.jpg,,Watches|Men'sWatches|Bering,,class 1,,,
WATCH BERING 14440-077,WATCH BERING 14440-077,"Elegant men's  watch made entirely of steel. The clock has a date indicator. A solar panel is placed on the dial while the battery is charged with light.

Mechanism:  solar

Chain:  steel

Housing:  steel 

Diameter:  gray

Glass:  sapphire crystal

Water resistance:  50m / 5 atm

Housing diameter:  40 mm

Housing thickness:  9 mm

Warranty:  3 years",Publish,0,29/07/35,0,1,144077,no,no,1,1,1,1,no,390,0,100,50,50,50,0,0,yes,0,0,Wrist watches from o-yes.co.uk - great quality at a tempting price ,https://reaction-bg.com/image/cache/catalog/Bering/14440-077-580x795.jpg,,Watches|Men'sWatches|Bering,,class 1,,,
WATCH BERING 16243-462,WATCH BERING 16243-462,"Elegant men's  watch with steel body and leather strap. The clock has a date indicator.

Mechanism: automatic

Chain:  Genuine leather

Housing:  steel 

Diameter: black

Glass: sapphire crystal

Water resistance: 30m / 3 atm

Housing diameter:  43 mm

Housing thickness:  11 mm

Warranty: 3 years",Publish,0,29/07/36,0,1,162462,no,no,1,1,1,1,no,585,0,100,50,50,50,0,0,yes,0,0,Wrist watches from o-yes.co.uk - great quality at a tempting price ,https://reaction-bg.com/image/cache/catalog/bering/16243462-580x795.jpg,,Watches|Men'sWatches|Bering,,class 1,,,
CLOCK BERING 16243-564,CLOCK BERING 16243-564,"Elegant men's  watch with steel body and leather strap. The clock has a date indicator.

Mechanism:  automatic

Chain:  Genuine leather

Housing:  steel 

Diameter:  white

Glass:  sapphire crystal

Water resistance:  30m / 3 atm

Housing diameter:  43 mm

Housing thickness:  11 mm

Warranty:  3 years",Publish,0,29/07/37,0,1,162564,no,no,1,1,1,1,no,585,0,100,50,50,50,0,0,yes,0,0,Wrist watches from o-yes.co.uk - great quality at a tempting price ,https://reaction-bg.com/image/cache/catalog/bering/27272_0-580x795.jpg,,Watches|Men'sWatches|Bering,,class 1,,,
WATCH BREIL TW1403,WATCH BREIL TW1403,"Sport-elegant male chronograph made of steel. 

Mechanism:  quartz

Chain:  steel

Housing:  steel

Diameter:   white

Glass:  hardened mineral crystal

Water resistance:  100m / 10 atm

Housing diameter:  42mm

Housing thickness:  10mm

Warranty:  2 years",Publish,0,29/07/38,0,1,TW1403,no,no,1,1,1,1,no,390,0,100,50,50,50,0,0,yes,0,0,Wrist watches from o-yes.co.uk - great quality at a tempting price ,https://reaction-bg.com/image/cache/data/Breil/s-l1000-838x1000.jpg,,Watches|Men'sWatches|Breil,,class 1,,,
WATCH BREIL TW1502,WATCH BREIL TW1502,"Sport-elegant male chronograph made entirely of steel.

Mechanism:  quartz

Chain:  steel

Housing:  steel

Diameter:   white

Glass:  hardened mineral crystal

Water resistance:  100m / 10 atm

Housing diameter:  45  mm

Housing thickness:  10mm

Warranty:  2 years",Publish,0,29/07/39,0,1,TW1502,no,no,1,1,1,1,no,440,0,100,50,50,50,0,0,yes,0,0,Wrist watches from o-yes.co.uk - great quality at a tempting price ,https://reaction-bg.com/image/cache/data/Breil/pilot-horloge-838x1000.jpg,,Watches|Men'sWatches|Breil,,class 1,,,
WATCH BREIL TW1506,WATCH BREIL TW1506,"Sport-elegant male chronograph made entirely of steel.

Mechanism:  quartz

Chain:  steel

Housing:  steel

Diameter:   black

Glass:  hardened mineral crystal

Water resistance:  100m / 10 atm

Housing diameter:  45  mm

Housing thickness:  10mm

Warranty:  2 years",Publish,0,29/07/40,0,1,TW1506,no,no,1,1,1,1,no,410,0,100,50,50,50,0,0,yes,0,0,Wrist watches from o-yes.co.uk - great quality at a tempting price ,https://reaction-bg.com/image/cache/data/Breil/breil-man-chronograph-watch-classic-elegance-extension-tw1506-tw1506_93099_big-838x1000.jpg,,Watches|Men'sWatches|Breil,,class 1,,,
WATCH BREIL TW1507,WATCH BREIL TW1507,"Sport-elegant male chronograph made entirely of steel with PVD coating.

Mechanism:  quartz

Chain:  steel

Housing:  steel

Diameter:   black

Glass:  hardened mineral crystal

Water resistance:  100m / 10 atm

Housing diameter:  45  mm

Housing thickness:  10mm

Warranty:  2 years",Publish,0,29/07/41,0,1,TW1507,no,no,1,1,1,1,no,450,0,100,50,50,50,0,0,yes,0,0,Wrist watches from o-yes.co.uk - great quality at a tempting price ,https://reaction-bg.com/image/cache/data/Breil/orologio-cronografo-uomo-breil-classic-elegance-extension-tw1507_120691_zoom-838x1000.jpg,,Watches|Men'sWatches|Breil,,class 1,,,
WATCH BREIL TW1508,WATCH BREIL TW1508,"Sporty-elegant male watch  made of steel. The clock has a date indicator.

Mechanism:  quartz

Chain:  steel

Housing:  steel

Diameter:   white

Glass:  hardened mineral crystal

Water resistance:   50m / 5 atm

Housing diameter:  41mm

Housing thickness:  10mm

Warranty:  2 years",Publish,0,29/07/42,0,1,TW1508,no,no,1,1,1,1,no,290,0,100,50,50,50,0,0,yes,0,0,Wrist watches from o-yes.co.uk - great quality at a tempting price ,https://reaction-bg.com/image/cache/data/Breil/TW1508nw12-838x1000.jpg,,Watches|Men'sWatches|Breil,,class 1,,,
WATCH BREIL TW1509,WATCH BREIL TW1509,"Sporty-elegant male watch  made of steel. The clock has a date indicator.

Mechanism:  quartz

Chain:  steel

Housing:  steel

Diameter:   blue

Glass:  hardened mineral crystal

Water resistance:   50m / 5 atm

Housing diameter:  41mm

Housing thickness:  10mm

Warranty:  2 years",Publish,0,29/07/43,0,1,TW1509,no,no,1,1,1,1,no,290,0,100,50,50,50,0,0,yes,0,0,Wrist watches from o-yes.co.uk - great quality at a tempting price ,https://reaction-bg.com/image/cache/data/Breil/TW1509new-838x1000.jpg,,Watches|Men'sWatches|Breil,,class 1,,,
WATCH BREIL TW1510,WATCH BREIL TW1510,"Sporty-elegant male watch made of steel. The clock has a date indicator.

Mechanism:  quartz

Chain:  steel

Housing:  steel

Diameter:   black

Glass:  hardened mineral crystal

Water resistance:   50m / 5 atm

Housing diameter:  41mm

Housing thickness:  10mm

Warranty:  2 years",Publish,0,29/07/44,0,1,TW1510,no,no,1,1,1,1,no,290,0,100,50,50,50,0,0,yes,0,0,Wrist watches from o-yes.co.uk - great quality at a tempting price ,https://reaction-bg.com/image/cache/data/Breil/TW1510-838x1000.jpg,,Watches|Men'sWatches|Breil,,class 1,,,
WATCH BREIL TW1514,WATCH BREIL TW1514,"Sport-elegant male chronograph made of steel. 

Mechanism:  quartz

Chain:  steel

Housing:  steel

Diameter:  black

Glass:  hardened mineral crystal

Water resistance:  100m / 10 atm

Housing diameter:  42mm

Housing thickness:  10mm

Warranty: 2 years",Publish,0,29/07/45,0,1,TW1514,no,no,1,1,1,1,no,390,0,100,50,50,50,0,0,yes,0,0,Wrist watches from o-yes.co.uk - great quality at a tempting price ,https://reaction-bg.com/image/cache/data/Breil/TW1514-838x1000.jpg,,Watches|Men'sWatches|Breil,,class 1,,,
WATCH BREIL TW1516,WATCH BREIL TW1516,"Sport-elegant male chronograph made of steel. 

Mechanism:  quartz

Chain:  steel

Housing:  steel

Diameter:   beige

Glass:  hardened mineral crystal

Water resistance:  100m / 10 atm

Housing diameter:  42mm

Housing thickness:  10mm

Warranty: 2 years",Publish,0,29/07/46,0,1,TW1516,no,no,1,1,1,1,no,390,0,100,50,50,50,0,0,yes,0,0,Wrist watches from o-yes.co.uk - great quality at a tempting price ,https://reaction-bg.com/image/cache/data/Breil/TW1516_1-838x1000.jpg,,Watches|Men'sWatches|Breil,,class 1,,,
WATCH BREIL TW1549,WATCH BREIL TW1549,"Sport-elegant male chronograph made entirely of steel.

Mechanism:  quartz

Chain:  steel

Housing:  steel

Diameter:   black

Glass:  hardened mineral crystal

Water resistance:  100m / 10 atm

Housing diameter: 43.5  mm

Housing thickness:  10mm

Warranty:  2 years",Publish,0,29/07/47,0,1,TW1549,no,no,1,1,1,1,no,410,0,100,50,50,50,0,0,yes,0,0,Wrist watches from o-yes.co.uk - great quality at a tempting price ,https://reaction-bg.com/image/cache/data/Breil/TW1549 oooo-838x1000.jpg,,Watches|Men'sWatches|Breil,,class 1,,,
WATCH BREIL TW1550,WATCH BREIL TW1550,"Sport-elegant male chronograph made entirely of steel.

Mechanism:  quartz

Chain:  steel

Housing:  steel

Diameter:   blue

Glass:  hardened mineral crystal

Water resistance:  100m / 10 atm

Housing diameter:  43.5  mm

Housing thickness:  10mm

Warranty:  2 years",Publish,0,29/07/48,0,1,TW1550,no,no,1,1,1,1,no,410,0,100,50,50,50,0,0,yes,0,0,Wrist watches from o-yes.co.uk - great quality at a tempting price ,https://reaction-bg.com/image/cache/data/Breil/TW1550 kkk-838x1000.jpg,,Watches|Men'sWatches|Breil,,class 1,,,
WATCH BREIL TW1557,WATCH BREIL TW1557,"Sport-elegant men's watch made of steel and strap made of genuine leather. The clock has a date indicator.

Mechanism: automatic

Chain:  Genuine leather

Housing:  steel

Diameter:   blue

Glass:  hardened mineral crystal

Water resistance:   50m / 5 atm

Housing diameter:  40.5mm

Housing thickness:  10mm

Warranty:  2 years",Publish,0,29/07/49,0,1,TW1557,no,no,1,1,1,1,no,420,0,100,50,50,50,0,0,yes,0,0,Wrist watches from o-yes.co.uk - great quality at a tempting price ,https://reaction-bg.com/image/cache/data/Breil/TW1557-838x1000.jpg,,Watches|Men'sWatches|Breil,,class 1,,,
WATCH BREIL TW1570,WATCH BREIL TW1570,"Sport-elegant male chronograph with steel body and strap made of genuine Italian leather. The clock has a date indicator.

Mechanism:  quartz

Chain:  Genuine leather

Housing:  steel

Diameter:   dark blue

Glass:  hardened mineral crystal

Water resistance: 50m / 5 atm

Housing diameter:  40.5mm

Housing thickness:  8mm

Warranty:  2 years

",Publish,0,29/07/50,0,1,TW1570,no,no,1,1,1,1,no,370,0,100,50,50,50,0,0,yes,0,0,Wrist watches from o-yes.co.uk - great quality at a tempting price ,https://reaction-bg.com/image/cache/data/Breil/TW1570-838x1000.jpg,,Watches|Men'sWatches|Breil,,class 1,,,
WATCH BREIL TW1571,WATCH BREIL TW1571,"Sport-elegant male chronograph with steel body and strap made of genuine Italian leather.

Mechanism:  quartz

Chain:  Genuine leather

Housing:  steel

Diameter:   white

Glass:  hardened mineral crystal

Water resistance:  100m / 10 atm

Housing diameter:  40.5mm

Housing thickness:  8mm

Warranty:  2 years",Publish,0,29/07/51,0,1,TW1571,no,no,1,1,1,1,no,350,0,100,50,50,50,0,0,yes,0,0,Wrist watches from o-yes.co.uk - great quality at a tempting price ,https://reaction-bg.com/image/cache/data/Breil/TW1571-838x1000.jpg,,Watches|Men'sWatches|Breil,,class 1,,,
WATCH BREIL TW1577,WATCH BREIL TW1577,"Sport-elegant male chronograph with steel body and strap made of genuine Italian leather.

Mechanism:  quartz

Chain:  Genuine leather

Housing:  steel

Diameter:   black

Glass:  hardened mineral crystal

Water resistance:  100m / 10 atm

Housing diameter:  40.5mm

Housing thickness:  8mm

Warranty:  2 years",Publish,0,29/07/52,0,1,TW1577,no,no,1,1,1,1,no,350,0,100,50,50,50,0,0,yes,0,0,Wrist watches from o-yes.co.uk - great quality at a tempting price ,https://reaction-bg.com/image/cache/data/Breil/TW1577-838x1000.jpg,,Watches|Men'sWatches|Breil,,class 1,,,
WATCH BRUNO SOHNLE 17-12123-242,WATCH BRUNO SOHNLE 17-12123-242,"Upon purchase, enter a Discount Code 200 and take the watch at a special price

Sport-elegant male watch made entirely of steel

Mechanism:  automatic (Sellita SW200)

Chain:  steel

Housing:  steel

Diameter:  white

Glass:  sapphire crystal

Water resistance: 100m / 10 atm

Housing diameter:  44mm

Housing thickness:  8mm

Warranty:  2 years",Publish,0,29/07/53,0,1,123242,no,no,1,1,1,1,no,2535,0,100,50,50,50,0,0,yes,0,0,Wrist watches from o-yes.co.uk - great quality at a tempting price ,https://reaction-bg.com/image/cache/data/17-12123-242-580x795.jpg,,Watches|Men'sWatches|Bruno,,class 1,,,
WATCH BRUNO SOHNLE 17-12123-722,WATCH BRUNO SOHNLE 17-12123-722,"Sport-elegant male watch made entirely of steel.

Mechanism:  automatic (Sellita SW 200)

Chain:  stomana

Housing:  steel

Diameter:  black

Glass:  sapphire crystal

Water resistance:  100m / 10 atm

Housing diameter:  43mm

Housing thickness:  8mm

Warranty:  2 years",Publish,0,29/07/54,0,1,123722,no,no,1,1,1,1,no,2450,0,100,50,50,50,0,0,yes,0,0,Wrist watches from o-yes.co.uk - great quality at a tempting price ,https://reaction-bg.com/image/cache/data/Bruno%20Sohnle%20/17-12123-722555555-580x795.jpg,,Watches|Men'sWatches|Bruno,,class 1,,,
WATCH BRUNO SOHNLE 17-13016-741,WATCH BRUNO SOHNLE 17-13016-741,"Elegant men's watch with steel body and leather strap. 

Mechanism:  quartz 

Chain:  Genuine leather

Housing:  steel

Diameter:  black

Glass:  sapphire crystal

Water resistance:  50m / 5 atm

Housing diameter:  37,3mm

Housing thickness:  7.5mm

Warranty:  2 years",Publish,0,29/07/55,0,1,16741,no,no,1,1,1,1,no,401,0,100,50,50,50,0,0,yes,0,0,Wrist watches from o-yes.co.uk - great quality at a tempting price ,https://reaction-bg.com/image/cache/data/17-13016-74122323-838x1000.jpg,,Watches|Men'sWatches|Bruno,,class 1,,,
WATCH BRUNO SOHNLE 17-13043-742,WATCH BRUNO SOHNLE 17-13043-742,"Upon purchase, enter a Discount Code 200 and take the watch at a special price

Sporty-elegant male chronograph with steel hull and strap. 

Mechanism:  quartz 

Chain:  steel

Housing:  steel

Diameter: black

Glass:  sapphire crystal

Water resistance:  100m / 10 atm

Housing diameter:  41mm

Case thickness:  11mm

Warranty:  2 years",Publish,0,29/07/56,0,1,43742,no,no,1,1,1,1,no,1130,0,100,50,50,50,0,0,yes,0,0,Wrist watches from o-yes.co.uk - great quality at a tempting price ,https://reaction-bg.com/image/cache/catalog/Bruno%20Sohnle/original_63735-580x795.jpg,,Watches|Men'sWatches|Bruno,,class 1,,,
WATCH BRUNO SOHNLE 17-13053-131,WATCH BRUNO SOHNLE 17-13053-131,"Sport-elegant men's watch made of steel and a leather strap. The clock has a date indicator.

Mechanism:  quartz 

Chain:  Genuine leather

Housing: steel

Diameter: beige

Glass:  sapphire crystal

Waterproof:   30m / 3atm

Housing diameter:  37mm

Housing thickness: 6mm

Warranty:  2 years",Publish,0,29/07/57,0,1,53131,no,no,1,1,1,1,no,831,0,100,50,50,50,0,0,yes,0,0,Wrist watches from o-yes.co.uk - great quality at a tempting price ,https://reaction-bg.com/image/cache/data/Bruno Sohnle /6378-838x1000.jpg,,Watches|Men'sWatches|Bruno,,class 1,,,
WATCH BRUNO SOHNLE 17-13053-242,WATCH BRUNO SOHNLE 17-13053-242,"Sport-elegant male watch made entirely of steel. The clock has a date indicator.

Mechanism:  quartz 

Chain:  steel

Housing:  steel

Diameter: white

Glass:  sapphire crystal

Waterproof:   30m / 3atm

Housing diameter:  37mm

Housing thickness:  6mm

Warranty:  2 years",Publish,0,29/07/58,0,1,53242,no,no,1,1,1,1,no,951,0,100,50,50,50,0,0,yes,0,0,Wrist watches from o-yes.co.uk - great quality at a tempting price ,ttps://reaction-bg.com/image/cache/data/Bruno Sohnle /48-838x1000.jpg,,Watches|Men'sWatches|Bruno,,class 1,,,
WATCH BRUNO SOHNLE 17-13054-243,WATCH BRUNO SOHNLE 17-13054-243,"Upon purchase, enter a Discount Code 200 and take the watch at a special price

Sporty-elegant male chronograph with a steel body and a leather strap. 

Mechanism:  quartz 

Chain:  Genuine leather

Housing:  steel

Diameter:  white

Glass:  sapphire crystal

Water resistance:  100m / 10 atm

Housing diameter:  42mm

Case thickness:  11mm

Warranty:  2 years",Publish,0,29/07/59,0,1,54243,no,no,1,1,1,1,no,1151,0,100,50,50,50,0,0,yes,0,0,Wrist watches from o-yes.co.uk - great quality at a tempting price ,https://reaction-bg.com/image/cache/data/bruno%20sohnle%20/br17-580x795.jpg,,Watches|Men'sWatches|Bruno,,class 1,,,
WATCH BRUNO SOHNLE 17-13054-471,WATCH BRUNO SOHNLE 17-13054-471,"Upon purchase, enter a Discount Code 200 and take the watch at a special price

Sporty-elegant male chronograph with a steel body and a leather strap. 

Mechanism:  quartz 

Chain:  Genuine leather

Housing:  steel

Diameter: black

Glass:  sapphire crystal

Water resistance:  100m / 10 atm

Housing diameter:  42mm

Case thickness:  11mm

Warranty:  2 years",Publish,0,29/07/60,0,1,54471,no,no,1,1,1,1,no,1146,0,100,50,50,50,0,0,yes,0,0,Wrist watches from o-yes.co.uk - great quality at a tempting price ,https://reaction-bg.com/image/cache/catalog/Bruno%20Sohnle/product_570490386-580x795.jpg,,Watches|Men'sWatches|Bruno,,class 1,,,
WATCH BRUNO SOHNLE 17-13064-244,WATCH BRUNO SOHNLE 17-13064-244,"Sporty-elegant men's watch made of titanium. The clock has a date indicator.

Mechanism:  quartz 

Chain:  titanium

Corpus: titanium

Diameter:  white

Glass:  sapphire crystal

Waterproof:  30m / 3atm

Housing diameter: 38mm

Housing thickness: 7mm

Warranty:  2 years",Publish,0,29/07/61,0,1,64244,no,no,1,1,1,1,no,834,0,100,50,50,50,0,0,yes,0,0,Wrist watches from o-yes.co.uk - great quality at a tempting price ,https://reaction-bg.com/image/cache/data/Bruno Sohnle /63820-838x1000.jpg,,Watches|Men'sWatches|Bruno,,class 1,,,
